term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"utility plans focus","utility plans focus","1","1000","0.001","",""
"utility owner percent","utility owner percent","1","1000","0.001","",""
"utility meeting target","utility meeting target","1","1000","0.001","",""
"utility industry calls","utility industry calls","1","1000","0.001","",""
"utility including wind","utility including wind","1","1000","0.001","",""
"utility goal dismantle","utility goal dismantle","1","1000","0.001","",""
"utility edf studying","utility edf studying","1","1000","0.001","",""
"utility edf study","utility edf study","1","1000","0.001","",""
"utility district percent","utility district percent","1","1000","0.001","",""
"utility distributed scale","utility distributed scale","1","1000","0.001","",""
"utilities renewable energy","utilities renewable energy","1","1000","0.001","",""
"utilities regulators factor","utilities regulators factor","1","1000","0.001","",""
"utilities pursuing biomass","utilities pursuing biomass","1","1000","0.001","",""
"utilities pacific gas","utilities pacific gas","1","1000","0.001","",""
"utilities july electricity","utilities july electricity","1","1000","0.001","",""
"utilities increase electricity","utilities increase electricity","1","1000","0.001","",""
"utilities greater renewable","utilities greater renewable","1","1000","0.001","",""
"utilities generating percent","utilities generating percent","1","1000","0.001","",""
"utilities forced electricity","utilities forced electricity","1","1000","0.001","",""
"utilities biomass heat","utilities biomass heat","1","1000","0.001","",""
"utilities biomass electricity","utilities biomass electricity","1","1000","0.001","",""
"utilities biomass deploy","utilities biomass deploy","1","1000","0.001","",""
"utilises biomass boiler","utilises biomass boiler","1","1000","0.001","",""
"usual authors explain","usual authors explain","1","1000","0.001","",""
"users varying degrees","users varying degrees","1","1000","0.001","",""
"user biomass electricity","user biomass electricity","1","1000","0.001","",""
"useless biomass heaters","useless biomass heaters","1","1000","0.001","",""
"usage energy efficiency","usage energy efficiency","1","1000","0.001","",""
"usage conversions typically","usage conversions typically","1","1000","0.001","",""
"usable land plant","usable land plant","1","1000","0.001","",""
"uruguay drawn attention","uruguay drawn attention","1","1000","0.001","",""
"urine cow dung","urine cow dung","1","1000","0.001","",""
"urine blenner email","urine blenner email","1","1000","0.001","",""
"urging eliminate inclusion","urging eliminate inclusion","1","1000","0.001","",""
"urges government adopt","urges government adopt","1","1000","0.001","",""
"urgently change uk's","urgently change uk's","1","1000","0.001","",""
"urged wean biomass","urged wean biomass","1","1000","0.001","",""
"urged commission stick","urged commission stick","1","1000","0.001","",""
"urge reconsider policies","urge reconsider policies","1","1000","0.001","",""
"urge promised land","urge promised land","1","1000","0.001","",""
"urban sprawl insect","urban sprawl insect","1","1000","0.001","",""
"urban rural environments","urban rural environments","1","1000","0.001","",""
"upsets existing biomass","upsets existing biomass","1","1000","0.001","",""
"upi decades conservationists","upi decades conservationists","1","1000","0.001","",""
"upgrades credits insulation","upgrades credits insulation","1","1000","0.001","",""
"upgraded version feedstock","upgraded version feedstock","1","1000","0.001","",""
"update louis dreyfus","update louis dreyfus","1","1000","0.001","",""
"unveiled plans luminescent","unveiled plans luminescent","1","1000","0.001","",""
"unused plot land","unused plot land","1","1000","0.001","",""
"unspecified sources 1.2","unspecified sources 1.2","1","1000","0.001","",""
"unrealistic technical assumptions","unrealistic technical assumptions","1","1000","0.001","",""
"unprecedented catastrophic statement","unprecedented catastrophic statement","1","1000","0.001","",""
"unnecessary highly disruptive","unnecessary highly disruptive","1","1000","0.001","",""
"unknown waters percent","unknown waters percent","1","1000","0.001","",""
"university study produces","university study produces","1","1000","0.001","",""
"university overcomes hurdles","university overcomes hurdles","1","1000","0.001","",""
"university minnesota morris","university minnesota morris","1","1000","0.001","",""
